picCode,Category,Sub1,Sub2,ProductName,Q1,Q2,Q3,Q4,P1,P2,P3,P4,brands,brand_image,excel_id,,t1,t2,t3,t4,u1,u2,u3,u4
1259,Grocery & Staples,Staples,Rice,Guard Super Kernal Sella Basmati Rice,1 kg,5 kg,,,140,620,,,Guard,,1236,,,,,,,,,
1260,Grocery & Staples,Staples,Rice,Guard Super Kernal Sella Rice,1 kg,,,,140,,,,Guard,,1237,,,,,,,,,
1261,Grocery & Staples,Staples,Rice,Guard Brown Basmati Rice,1.5 kg,,,,330,,,,Guard,,1238,,,,,,,,,
1262,Grocery & Staples,Staples,Rice,Falak Premium Rice,1 kg,5 kg,,,175,770,,,Falak,,1239,,,,,,,,,
1263,Grocery & Staples,Staples,Rice,Falak Bachat Long Grain Rice,1 kg,,,,62,,,,Falak,,1240,,,,,,,,,
1264,Grocery & Staples,Staples,Rice,Falak Super Kernal Basmati Rice,1 kg,,,,125,,,,Falak,,1241,,,,,,,,,
1265,Grocery & Staples,Staples,Rice,Falak Select Rice,5 kg,2 kg,,,600,225,,,Falak,,1242,,,,,,,,,
1266,Grocery & Staples,Staples,Rice,Falak Special Rice ,1 kg,5 kg,2 kg,,85,435,160,,Falak,,1243,,,,,,,,,
1267,Grocery & Staples,Staples,Rice,Falak Brown Basmati Rice,1.5 kg,,,,285,,,,Falak,,1244,,,,,,,,,
1268,Grocery & Staples,Staples,Rice,Falak Extreme Rice,5 kg,900 gm,,,985,200,,,Falak,,1245,,,,,,,,,
1269,Grocery & Staples,Staples,Rice,Falak Peshawari Sella Rice,5 kg,,,,620,,,,Falak,,1246,,,,,,,,,
1270,Grocery & Staples,Staples,Rice,Falak Zarda Rice,1 kg,,,,180,,,,Falak,,1247,,,,,,,,,
1271,Grocery & Staples,Staples,Rice,Onaj Budget Rice,1 kg,5 kg,,,65,325,,,Onaj,,1248,,,,,,,,,
1272,Grocery & Staples,Staples,Rice,Onaj Bharosa Rice,1 kg,5 kg,,,130,600,,,Onaj,,1249,,,,,,,,,
1273,Grocery & Staples,Staples,Rice,Onaj Rozana Rice,1 kg,5 kg,,,115,495,,,Onaj,,1250,,,,,,,,,
1274,Grocery & Staples,Staples,Rice,Onaj Gold Rice,1 kg,5 kg,,,195,950,,,Onaj,,1251,,,,,,,,,
1275,Grocery & Staples,Staples,Rice,Onaj Khaas Rice,1 kg,5 kg,,,145,700,,,Onaj,,1252,,,,,,,,,
1276,Grocery & Staples,Staples,Rice,Naubahar Kainaat Inteha Rice,1 kg,5 kg,,,190,940,,,Naubahar,,1253,,,,,,,,,
1277,Grocery & Staples,Staples,Rice,Naubahar Super Basmati Rice,1 kg,5 kg,,,160,790,,,Naubahar,,1254,,,,,,,,,
1278,Grocery & Staples,Staples,Rice,Naubahar Super Biryani Rice,1 kg,5 kg,,,130,640,,,Naubahar,,1255,,,,,,,,,
1279,Grocery & Staples,Staples,Rice,Naubahar Tahzeeb Rice,1 kg,5 kg,,,100,475,,,Naubahar,,1256,,,,,,,,,
1280,Grocery & Staples,Staples,Rice,Reem Basmati Rice,1 kg,2 kg,5 kg,,140,280,695,,Reem,,1257,,,,,,,,,
1281,Grocery & Staples,Staples,Rice,Reem Super Basmati Rice,1 kg,2 kg,5 kg,,150,280,700,,Reem,,1258,,,,,,,,,
1282,Grocery & Staples,Staples,Rice,Reem Awami Rice,1 kg,2 kg,5 kg,,120,240,600,,Reem,,1259,,,,,,,,,
1283,Grocery & Staples,Staples,Rice,Reem Ka Steam Rice,1 kg,5 kg,,,175,875,,,Reem,,1260,,,,,,,,,
1284,Grocery & Staples,Staples,Flour & Grains ,Pure Grain Desi Atta,10 kg,,,,360,,,,Local,,1261,,,,,,,,,
1285,Grocery & Staples,Staples,Flour & Grains ,Atta Channi,Small ,Large,,,70,100,,,Local,,1262,,,,,,,,,
1286,Grocery & Staples,Staples,Flour & Grains ,Yaddgar Atta,10 kg,20 kg,,,380,750,,,Local,,1263,,,,,,,,,
0,Grocery & Staples,Staples,Flour & Grains ,Al Fareed Diet Atta,1 kg,500 gm,,,75,45,,,Local,,1264,,,,,,,,,
1288,Grocery & Staples,Staples,Flour & Grains ,National Corn Flour ,300 gm,,,,55,,,,National,,1265,,,,,,,,,
1289,Grocery & Staples,Staples,Flour & Grains ,American Garden Corn Flour,400 gm,,,,120,,,,American Garden,,1266,,,,,,,,,
1290,Grocery & Staples,Staples,Flour & Grains ,Rafhan Corn Flour,300 gm,,,,70,,,,Rafhan,,1267,,,,,,,,,
1291,Grocery & Staples,Staples,Flour & Grains ,Fauji Rice Flour,300 gm,,,,70,,,,Fauji,,1268,,,,,,,,,
1292,Grocery & Staples,Staples,Flour & Grains ,Self Raising Flour,400 gm,,,,105,,,,Local,,1269,,,,,,,,,
1293,Grocery & Staples,Staples,Flour & Grains ,Fauji Barley Porridge,1 kg,100 gm,250 gm,175 gm,380,70,130,95,Fauji,,1270,,,,,,,,,
1294,Grocery & Staples,Staples,Flour & Grains , Heinz Sunrise Banana Porridge,125 gm,,,,340,,,,Heinz,,1271,,,,,,,,,
1295,Grocery & Staples,Staples,Flour & Grains ,Heinz Peachy Porridge Break Fast,120 gm,,,,415,,,,Heinz,,1272,,,,,,,,,
1296,Grocery & Staples,Staples,Flour & Grains ,Cow & Gate Creamy Porridge ,125 gm,,,,365,,,,Cow & Gate,,1273,,,,,,,,,
1297,Grocery & Staples,Staples,Flour & Grains ,Cow & Gate Banana Porridge,125 gm,,,,365,,,,Cow & Gate,,1274,,,,,,,,,
1298,Grocery & Staples,Staples,Flour & Grains ,Cow & Gate Baby Fruity Porridge,125 gm,,,,365,,,,Cow & Gate,,1275,,,,,,,,,
1299,Grocery & Staples,Staples,Flour & Grains ,Fauji Wheat Porridge,1 kg,250 gm,175 gm,100 gm,270,105,80,45,Fauji,,1276,,,,,,,,,
0,Grocery & Staples,Staples,Flour & Grains ,Al Fareed Rice Atta,500 gm,1 kg,,,60,120,,,Local,,1277,,,,,,,,,
1301,Grocery & Staples,Cooking Needs,Baking & Frying,Knorr Chicken Powder,1 kg,,,,735,,,,Knorr,,1278,,,,,,,,,
1302,Grocery & Staples,Cooking Needs,Baking & Frying,Rossmorr Super Fine Mustard,165 gm,,,,90,,,,Rossmorr,,1279,,,,,,,,,
1303,Grocery & Staples,Cooking Needs,Baking & Frying,Rossmoor Baking Powder,100 gm,50 gm,,,60,35,,,Rossmorr,,1280,,,,,,,,,
